business date,sedol,isin,figi,ticker,bbgid,name,offer rate,bid rate,last rate,crowding,short interest,shortinterestnotional,shortinterestpct,s3float,s3sipctfloat,indicativeavailability,s3utilization,daystocover10day,daystocover30day,daystocover90day,original si,close
06/03/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,5782264,4.87E+09,0.0146,4.02E+08,0.0144,1.21E+08,0.3,2.012059978,1.64846388,1.414058998,6428148,846.61
07/03/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.29,0,5700753,4.83E+09,0.0144,4.01E+08,0.0142,1.21E+08,0.29,2.018957633,1.637140666,1.399641984,6390448,846.02
08/03/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,5627742,4.76E+09,0.0142,4.01E+08,0.014,1.21E+08,0.27,2.086208705,1.624726421,1.385499059,6355159,850.5
09/03/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.29,0,5565226,4.73E+09,0.0141,4.01E+08,0.0139,1.21E+08,0.26,2.088478074,1.617314472,1.37654614,6331049,853
10/03/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,-0.01,5449501,4.65E+09,0.0138,4.01E+08,0.0136,1.22E+08,0.26,2.159631173,1.614571763,1.368068123,5718677,852.46
13/03/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,5398837,4.60E+09,0.0136,4.01E+08,0.0135,1.22E+08,0.34,2.251208513,1.617934956,1.387886539,5708905,854.59
14/03/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.28,0,5383886,4.60E+09,0.0136,4.01E+08,0.0134,1.22E+08,0.43,2.322843213,1.631199842,1.398033934,5726005,852.53
15/03/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.29,0,5312880,4.53E+09,0.0134,4.01E+08,0.0132,1.22E+08,0.43,2.359719439,1.636405469,1.392349896,5690757,852.97
16/03/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,-0.01,5490237,4.68E+09,0.0139,4.01E+08,0.0137,1.22E+08,0.28,2.46011757,1.701075659,1.449229658,5631259,853.42
17/03/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.35,0,5445305,4.65E+09,0.0138,4.01E+08,0.0136,1.22E+08,0.27,2.472085611,1.72288156,1.445979301,5625168,852.31
20/03/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.28,0.01,5478201,4.67E+09,0.0138,4.01E+08,0.0137,1.22E+08,0.27,2.335124041,1.808956084,1.462211312,5729418,856.97
21/03/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0.01,5492051,4.71E+09,0.0139,4.01E+08,0.0137,1.22E+08,0.27,2.374186367,2.002808355,1.482179734,5791395,843.2
22/03/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,5401380,4.55E+09,0.0136,4.01E+08,0.0135,1.22E+08,0.26,2.137666146,1.958185299,1.453480722,5793128,848.06
23/03/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,5310527,4.50E+09,0.0134,4.01E+08,0.0132,1.22E+08,0.26,2.071349949,1.944218191,1.454713324,5758328,847.38
24/03/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,-0.01,5141212,4.36E+09,0.013,4.01E+08,0.0128,1.22E+08,0.15,2.012784826,1.903251016,1.456172873,5630187,845.61
27/03/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,-0.01,4997840,4.23E+09,0.0126,4.01E+08,0.0125,1.22E+08,0.13,1.979765186,1.858124424,1.435828781,5390874,846.82
28/03/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.32,0.01,4986604,4.22E+09,0.0126,4.01E+08,0.0124,1.22E+08,0.12,1.911255803,1.84648346,1.453788196,5437738,856
29/03/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.42,0,4956802,4.24E+09,0.0125,4.01E+08,0.0124,1.22E+08,0.12,1.83573293,1.861432816,1.462697798,5472063,874.32
30/03/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,4830487,4.22E+09,0.0122,4.01E+08,0.0121,1.22E+08,0.15,1.669983364,1.776345363,1.421522506,5440323,876.34
31/03/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0.01,4887355,4.28E+09,0.0123,4.01E+08,0.0122,1.22E+08,0.12,1.637535813,1.801810454,1.442632585,5555438,886.54
03/04/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,4738717,4.20E+09,0.012,4.01E+08,0.0118,1.22E+08,0.18,1.557814853,1.720728886,1.400668246,5513926,891.51
04/04/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,4738414,4.22E+09,0.0119,4.01E+08,0.0118,1.22E+08,0.09,1.501465211,1.714185764,1.40608427,5463526,906.83
05/04/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,-0.01,4724541,4.28E+09,0.0119,4.01E+08,0.0118,1.22E+08,0.13,1.469054965,1.67926003,1.403478946,5376687,909.28
06/04/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,4830965,4.39E+09,0.0122,4.01E+08,0.012,1.22E+08,0.12,1.305309549,1.623028356,1.416540362,5373203,898.28
07/04/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,4949992,4.45E+09,0.0125,4.02E+08,0.0123,1.22E+08,0.13,1.195615297,1.611020308,1.430437564,5399364,894.88
10/04/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.29,0,5031591,4.50E+09,0.0127,4.02E+08,0.0125,1.22E+08,0.17,1.170849209,1.637169302,1.457423806,5426642,907.04
11/04/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0.01,5136891,4.66E+09,0.013,4.02E+08,0.0128,1.22E+08,0.11,1.183550261,1.662942529,1.488346495,5485329,902.36
12/04/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,5171911,4.67E+09,0.013,4.02E+08,0.0129,1.22E+08,0.09,1.192412648,1.670331534,1.506315742,4701039,896.23
13/04/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0.01,5311348,4.76E+09,0.0134,4.02E+08,0.0132,1.22E+08,0.21,1.28467606,1.720995941,1.558068954,4804522,884.67
17/04/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,5292015,4.68E+09,0.0133,4.02E+08,0.0132,1.22E+08,0.12,1.267374865,1.695639093,1.55435696,4779114,901.99
18/04/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.29,0.01,5297605,4.78E+09,0.0134,4.02E+08,0.0132,1.22E+08,0.25,1.303134743,1.681214157,1.563448638,4833238,903.78
19/04/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,5263791,4.76E+09,0.0133,4.02E+08,0.0131,1.22E+08,0.18,1.308434393,1.663639191,1.557532302,4850415,899.2
20/04/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,5223354,4.70E+09,0.0132,4.02E+08,0.013,1.22E+08,0.12,1.370409453,1.640099875,1.549718011,4858776,902.06
21/04/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,5176304,4.67E+09,0.0131,4.02E+08,0.0129,1.22E+08,0.15,1.548801589,1.616425617,1.537660214,4859576,898.53
24/04/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,5115313,4.60E+09,0.0129,4.02E+08,0.0127,1.22E+08,0.15,1.734134908,1.591213245,1.51979565,4839737,907.41
25/04/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,5038870,4.57E+09,0.0127,4.02E+08,0.0125,1.22E+08,0.18,1.742965608,1.556356284,1.496298355,4816389,907.62
26/04/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.31,0,4959566,4.50E+09,0.0125,4.02E+08,0.0123,1.22E+08,0.18,1.703961611,1.509007984,1.482062782,5307463,909.29
27/04/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.29,0,4924355,4.48E+09,0.0124,4.02E+08,0.0123,1.22E+08,0.16,1.715666241,1.49106079,1.485578349,5316608,918.38
28/04/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,-0.01,4762053,4.37E+09,0.012,4.01E+08,0.0119,1.22E+08,0.08,1.50928619,1.403067032,1.429410652,5244508,924.99
01/05/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.3,0,4684352,4.33E+09,0.0118,4.01E+08,0.0117,1.22E+08,0.08,1.310609234,1.309169366,1.394384778,5274558,948.23
02/05/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,4608167,4.37E+09,0.0116,4.02E+08,0.0115,1.22E+08,0.12,1.201493417,1.263371638,1.361112752,5210196,946.94
03/05/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.28,-0.01,4537589,4.30E+09,0.0114,4.02E+08,0.0113,1.22E+08,0.09,1.157451957,1.226468882,1.335247518,5147941,941.03
04/05/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,4534877,4.27E+09,0.0114,4.02E+08,0.0113,1.22E+08,0.12,1.136113609,1.234636593,1.327772543,5152977,937.53
05/05/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.29,0,4577227,4.29E+09,0.0115,4.02E+08,0.0114,1.22E+08,0.15,1.158215763,1.248889711,1.340718293,5200557,934.15
08/05/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.29,0,4607734,4.30E+09,0.0116,4.02E+08,0.0115,1.22E+08,0.21,1.152926458,1.246855351,1.345778806,5237263,949.04
09/05/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,4595312,4.36E+09,0.0116,4.02E+08,0.0114,1.22E+08,0.17,1.141454489,1.229328749,1.338774692,5232228,952.82
10/05/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.29,-0.01,4445154,4.24E+09,0.0112,4.02E+08,0.0111,1.23E+08,0.18,1.107416418,1.18381366,1.295191814,4498919,948.95
11/05/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.29,-0.01,4389552,4.17E+09,0.011,4.02E+08,0.0109,1.23E+08,0.17,1.107705725,1.178896934,1.283402422,4447852,947.62
12/05/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.29,0,4366267,4.14E+09,0.011,4.02E+08,0.0109,1.23E+08,0.15,1.195715023,1.197205138,1.284713841,4429312,961.35
15/05/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.3,0,4325434,4.16E+09,0.0109,4.02E+08,0.0108,1.23E+08,0.12,1.319650012,1.176725961,1.272263181,4396321,957.97
16/05/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.29,0,4604233,4.41E+09,0.0116,4.02E+08,0.0114,1.22E+08,0.12,1.457902658,1.249027265,1.346522483,4370805,966.07
17/05/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.32,0,4662346,4.50E+09,0.0117,4.02E+08,0.0116,1.22E+08,0.12,1.510882929,1.268189705,1.375604511,4376482,944.76
18/05/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,4811655,4.55E+09,0.0121,4.02E+08,0.012,1.22E+08,0.12,1.484102128,1.306895946,1.423580888,4439480,958.49
19/05/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,4858625,4.66E+09,0.0122,4.02E+08,0.0121,1.22E+08,0.12,1.431437428,1.363718909,1.435150218,4420372,959.84
22/05/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,-0.01,4867001,4.67E+09,0.0122,4.03E+08,0.0121,1.22E+08,0.12,1.388668445,1.397074096,1.430984768,4362122,970.67
23/05/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,4889840,4.75E+09,0.0123,4.03E+08,0.0121,1.22E+08,0.19,1.426671638,1.418131682,1.439348604,4340642,971.54
24/05/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.29,-0.01,4860636,4.72E+09,0.0122,4.02E+08,0.0121,1.22E+08,0.14,1.454063876,1.420215792,1.442348762,4270920,980.35
25/05/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,4894476,4.80E+09,0.0123,4.03E+08,0.0122,1.22E+08,0.16,1.448306351,1.437801031,1.458782378,4496874,993.38
26/05/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,4996710,4.96E+09,0.0126,4.03E+08,0.0124,1.22E+08,0.22,1.371876788,1.434598248,1.483595182,4518224,995.78
30/05/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,5048905,5.03E+09,0.0127,4.03E+08,0.0125,1.22E+08,0.19,1.392196878,1.445508818,1.49359891,4512228,996.7
31/05/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.29,-0.01,5016200,5.00E+09,0.0126,4.03E+08,0.0125,1.22E+08,0.23,1.422705313,1.430569795,1.48040941,4424789,994.62
01/06/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.28,0,5261288,5.23E+09,0.0132,4.03E+08,0.0131,1.22E+08,0.26,1.45963421,1.487543039,1.550012035,4460790,995.95
02/06/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0.01,5311527,5.29E+09,0.0134,4.03E+08,0.0132,1.22E+08,0.22,1.592446419,1.507649762,1.566569809,4525674,1006.73
05/06/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.29,0,5297942,5.33E+09,0.0133,4.03E+08,0.0131,1.22E+08,0.28,1.597329795,1.490566675,1.558576249,4534474,1011.34
06/06/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.38,-0.01,5219716,5.28E+09,0.0131,4.03E+08,0.013,1.22E+08,0.17,1.635492238,1.464446385,1.542132495,4472474,1003
07/06/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,5169420,5.18E+09,0.013,4.03E+08,0.0128,1.22E+08,0.17,1.584764687,1.447309774,1.528476314,4442142,1010.07
08/06/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,5182949,5.24E+09,0.013,4.03E+08,0.0129,1.22E+08,0.16,1.569310429,1.458688428,1.533361518,4472512,1010.27
09/06/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,5192185,5.25E+09,0.0131,4.03E+08,0.0129,1.22E+08,0.16,1.557730427,1.459112581,1.54105571,4498260,978.31
12/06/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,5174301,5.06E+09,0.013,4.03E+08,0.0128,1.22E+08,0.16,1.431049365,1.422869244,1.5132389,5326497,964.91
13/06/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0.01,5185425,5.00E+09,0.013,4.03E+08,0.0129,1.22E+08,0.16,1.23065555,1.399218391,1.489403411,5393979,980.79
14/06/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.28,0,5163464,5.06E+09,0.013,4.03E+08,0.0128,1.22E+08,0.18,1.188303249,1.404491848,1.496325739,5399341,976.47
15/06/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.29,0,5124051,5.00E+09,0.0129,4.03E+08,0.0127,1.22E+08,0.15,1.177558631,1.392180069,1.51861395,5383641,964.17
16/06/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,4969641,4.79E+09,0.0125,4.03E+08,0.0123,1.22E+08,0.15,1.070277056,1.328674083,1.46572478,5409614,987.71
19/06/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.29,0,4936307,4.88E+09,0.0124,4.03E+08,0.0123,1.22E+08,0.16,0.911538948,1.221220051,1.418670217,5396287,995.17
20/06/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0.01,5014913,4.99E+09,0.0126,4.03E+08,0.0125,1.22E+08,0.32,0.887955118,1.218786257,1.431272608,5483687,992.59
21/06/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,-0.01,4898826,4.86E+09,0.0123,4.03E+08,0.0122,1.22E+08,0.15,0.856325831,1.184231252,1.39111873,5374709,1002.23
22/06/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,4931089,4.94E+09,0.0124,4.03E+08,0.0122,1.22E+08,0.21,0.860469929,1.195301636,1.398105971,5412068,1001.3
23/06/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,-0.01,4805402,4.81E+09,0.0121,4.02E+08,0.0119,1.22E+08,0.2,0.846133055,1.163359822,1.37075803,5290311,1003.74
26/06/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0.01,4858426,4.88E+09,0.0122,4.03E+08,0.0121,1.22E+08,0.13,0.933882388,1.169729816,1.385502323,5348356,993.98
27/06/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,4871254,4.84E+09,0.0123,4.03E+08,0.0121,1.22E+08,0.14,1.059823492,1.175078821,1.387326405,4927116,976.78
28/06/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,4844174,4.73E+09,0.0122,4.02E+08,0.012,1.22E+08,0.13,1.072544252,1.173152152,1.374968245,4906632,990.33
29/06/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,4853184,4.81E+09,0.0122,4.02E+08,0.0121,1.22E+08,0.14,1.080215358,1.169560575,1.374814345,4922159,975.93
30/06/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,4836981,4.72E+09,0.0122,4.02E+08,0.012,1.22E+08,0.27,1.102897529,1.173599512,1.366803527,4913460,968
03/07/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0.01,4887253,4.73E+09,0.0123,4.03E+08,0.0121,1.22E+08,0.27,1.36611953,1.191085623,1.3776635,4988885,953.66
05/07/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,4923759,4.70E+09,0.0123,4.05E+08,0.0122,1.22E+08,0.27,1.463644171,1.210435279,1.39036215,5007196,971.4
06/07/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0.01,4999602,4.86E+09,0.0125,4.05E+08,0.0123,1.22E+08,0.33,1.50515436,1.218984018,1.411933653,5060191,965.14
07/07/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,4997253,4.82E+09,0.0125,4.05E+08,0.0123,1.22E+08,0.26,1.489330827,1.21011051,1.408856372,5037454,978.76
10/07/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.28,0,5010189,4.90E+09,0.0125,4.05E+08,0.0124,1.22E+08,0.15,1.476032175,1.211479313,1.413168712,5033858,996.47
11/07/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,5000970,4.98E+09,0.0125,4.05E+08,0.0123,1.22E+08,0.15,1.444917708,1.221813944,1.407101615,5002458,994.13
12/07/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,5060742,5.03E+09,0.0127,4.05E+08,0.0125,1.22E+08,0.18,1.47943204,1.241334499,1.420142583,5043574,1006.51
13/07/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,5090162,5.12E+09,0.0127,4.05E+08,0.0126,1.22E+08,0.08,1.495632393,1.24503366,1.42105654,4948792,1000.63
14/07/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,5090930,5.09E+09,0.0127,4.05E+08,0.0126,1.22E+08,0.09,1.534489104,1.255791558,1.420080001,4931542,1001.81
17/07/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,5059792,5.07E+09,0.0126,4.05E+08,0.0125,1.22E+08,0.1,1.633444505,1.251737476,1.412029197,4914382,1010.04
18/07/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0.01,5086255,5.14E+09,0.0127,4.05E+08,0.0126,1.22E+08,0.09,1.625081554,1.258696411,1.413173248,4965568,1024.45
19/07/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,5080267,5.20E+09,0.0127,4.05E+08,0.0125,1.22E+08,0.14,1.568130291,1.243999975,1.403022415,4986268,1026.87
20/07/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,5077779,5.21E+09,0.0127,4.05E+08,0.0125,1.22E+08,0.15,1.601419895,1.247284557,1.400069097,5003518,1028.7
21/07/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,5051599,5.20E+09,0.0126,4.05E+08,0.0125,1.22E+08,0.18,1.601350859,1.238071768,1.387800398,4997966,1025.67
24/07/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,5006289,5.13E+09,0.0125,4.05E+08,0.0124,1.22E+08,0.14,1.582413341,1.227300541,1.372821567,4970866,1038.95
25/07/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,4975060,5.17E+09,0.0124,4.05E+08,0.0123,1.22E+08,0.05,1.585484467,1.264700858,1.361247462,4961534,1039.87
26/07/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,4980827,5.18E+09,0.0125,4.05E+08,0.0123,1.22E+08,0.14,1.614860409,1.346000664,1.360321955,5129011,1052.8
27/07/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,4926494,5.19E+09,0.0123,4.05E+08,0.0122,1.22E+08,0.23,1.633648999,1.351512082,1.347376626,5094133,1046
28/07/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,4839342,5.06E+09,0.0121,4.05E+08,0.012,1.22E+08,0.13,1.26461449,1.247553406,1.289416343,5080178,1020.04
31/07/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,-0.01,4759137,4.85E+09,0.0119,4.05E+08,0.0118,1.22E+08,0.13,1.08472139,1.202738647,1.255679815,5051314,987.78
01/08/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.29,0,4718659,4.66E+09,0.0118,4.05E+08,0.0117,1.22E+08,0.25,0.993114414,1.23539205,1.228102015,5071244,992.27
02/08/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,4711725,4.69E+09,0.0118,4.05E+08,0.0116,1.22E+08,0.13,0.980002579,1.238666148,1.217077325,5019043,995.89
03/08/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,4780634,4.76E+09,0.012,4.05E+08,0.0118,1.22E+08,0.12,0.971975245,1.256856981,1.228068274,5047660,986.92
04/08/2017,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,-0.01,4752235,4.69E+09,0.0119,4.05E+08,0.0117,1.22E+08,0.12,0.963101967,1.245752017,1.219033476,4987030,987.58
